Date,Open,High,Low,Close,Volume
2025-03-12,2914.77,2940.16,2906.64,2937.73,3590
2025-03-13,2938.08,2989.07,2933.01,2986.2,3573
2025-03-14,2986.01,3004.42,2979.14,2984.48,3266
2025-03-16,2984.48,2995.41,2984.14,2989.76,262
2025-03-17,2989.68,3002.69,2982.25,2999.5,3606
2025-03-18,3000.44,3037.79,2998.7,3031.52,3603
2025-03-19,3030.87,3051.03,3023.77,3049.92,3548
2025-03-20,3050.02,3056.93,3026.08,3046.45,3596
2025-03-21,3047.02,3047.2,2999.42,3023.17,3288
2025-03-23,3023.17,3039.61,3021.6,3024.85,260
2025-03-24,3024.98,3032.83,3002.49,3009.72,3617
2025-03-25,3009.7,3035.49,3007.61,3020.78,3618
2025-03-26,3021.05,3031.8,3012.41,3021.18,3608
2025-03-27,3021.6,3059.03,3021.24,3055.42,3594
2025-03-28,3055.01,3086.44,3054.92,3084.98,3267
2025-03-30,3084.98,3099.55,3084.98,3089.13,256
2025-03-31,3089.37,3126.57,3077.44,3120.34,3308
2025-04-01,3120.25,3147.97,3101.27,3115.02,3582
2025-04-02,3113.8,3166.67,3103.75,3162.28,3578
2025-04-03,3161.68,3163.8,3055.46,3112.7,3560
2025-04-04,3111.3,3134.52,3016.68,3035.07,3238
2025-04-06,3035.07,3035.15,2977.06,3000.42,252
2025-04-07,3001.19,3053.86,2957.36,2980.85,3498
2025-04-08,2981.31,3021.9,2969.92,2978.75,3559
2025-04-09,2977.7,3098.18,2974.02,3085.74,3512
2025-04-10,3085.14,3191.01,3078.7,3189.14,3521
2025-04-11,3188.49,3244.55,3185.21,3238.07,3183
2025-04-13,3238.07,3238.07,3210.6,3223.9,262
2025-04-14,3221.8,3245.23,3194.59,3212.34,3542
2025-04-15,3212.71,3250.8,3210.2,3250.51,3592
2025-04-16,3252.86,3357.01,3250.34,3349.52,3584
2025-04-17,3349.87,3355.33,3276.44,3314.93,2990
2025-04-22,3471.1,3499.45,3317.94,3335.75,3073
2025-04-23,3336.78,3385.47,3256.16,3315.57,3525
2025-04-24,3313.55,3369.54,3307.35,3348.64,3537
2025-04-25,3347.79,3361.92,3265.88,3318.62,3242
2025-04-27,3318.62,3330.95,3318.62,3330.95,2
2025-04-28,3288.37,3352.69,3270.82,3337.66,2323
2025-04-29,3337.39,3338.41,3300.48,3316.78,3575
2025-04-30,3316.29,3327.25,3267.93,3272.54,3548
2025-05-01,3272.3,3275.93,3202.41,3237.21,3585
2025-05-02,3237.46,3268.51,3222.72,3240.61,3244
2025-05-04,3240.61,3251.52,3238.05,3247.64,266
2025-05-05,3247.36,3337.02,3241.36,3334.18,3591
2025-05-06,3333.12,3434.17,3323.4,3400.32,3567
2025-05-07,3399.38,3400.94,3360.12,3374.94,3561
2025-05-08,3376.35,3413.73,3289.59,3313.4,3584
2025-05-09,3316.19,3346.77,3275.74,3324.44,3254
2025-05-11,3324.44,3324.65,3265.2,3286.67,252
2025-05-12,3285.17,3289.13,3207.83,3236.4,3591
2025-05-13,3236.81,3264.64,3217.0,3254.06,3607
2025-05-14,3253.0,3254.41,3168.96,3185.6,3603
2025-05-15,3184.0,3251.46,3121.66,3236.99,3579
2025-05-16,3237.39,3243.28,3155.45,3200.85,3255
2025-05-18,3244.46,3244.5,3227.11,3234.71,103
2025-05-19,3234.26,3248.89,3206.81,3222.32,3596
2025-05-20,3223.09,3303.53,3204.3,3290.23,3600
2025-05-21,3288.66,3324.48,3284.71,3320.01,3604
2025-05-22,3320.03,3344.98,3280.13,3299.54,3615
2025-05-23,3299.31,3365.8,3289.12,3355.71,3271
2025-05-25,3355.1,3357.26,3341.35,3342.25,270
2025-05-26,3343.03,3355.99,3323.6,3345.93,3245
2025-05-27,3345.2,3349.61,3286.38,3308.64,3607
2025-05-28,3308.9,3325.06,3252.18,3259.78,3622
2025-05-29,3259.11,3330.25,3245.25,3315.15,3607
2025-05-30,3314.2,3322.21,3271.85,3289.2,3264
2025-06-01,3289.08,3315.8,3288.45,3310.26,273
2025-06-02,3310.27,3390.94,3301.8,3387.26,3596
2025-06-03,3387.25,3388.02,3333.65,3359.71,3651
2025-06-04,3359.57,3384.24,3344.49,3377.58,3624
2025-06-05,3378.24,3403.18,3340.03,3361.45,3635
2025-06-06,3361.71,3374.99,3306.6,3309.47,3300
2025-06-08,3309.47,3320.75,3308.9,3317.97,277
2025-06-09,3317.85,3337.9,3294.02,3326.64,3656
2025-06-10,3324.1,3348.43,3302.31,3327.61,3616
2025-06-11,3327.73,3372.92,3319.75,3365.15,3650
2025-06-12,3365.5,3398.66,3339.21,3395.71,3586
2025-06-13,3392.64,3446.3,3391.9,3433.0,3270
2025-06-15,3432.85,3432.85,3432.85,3432.85,1
2025-06-16,3439.04,3450.97,3381.6,3402.67,3611
2025-06-17,3401.65,3402.77,3367.53,3386.98,3635
2025-06-18,3386.7,3398.81,3362.99,3374.59,3597
2025-06-19,3374.87,3385.83,3347.57,3368.31,3240
2025-06-20,3367.64,3373.55,3340.3,3367.09,3318
2025-06-22,3367.09,3393.09,3367.05,3373.22,261
2025-06-23,3373.09,3393.09,3342.96,3344.13,3609
2025-06-24,3344.82,3357.42,3296.06,3324.0,3389
2025-06-25,3324.31,3339.55,3312.0,3338.94,3625
2025-06-26,3339.06,3349.56,3310.03,3317.42,3633
2025-06-27,3319.6,3321.63,3256.04,3273.53,3281
2025-06-29,3273.46,3278.3,3246.11,3263.08,268
2025-06-30,3264.07,3313.73,3260.26,3312.12,3625
2025-07-01,3312.47,3357.43,3309.4,3338.14,3620
2025-07-02,3337.46,3364.85,3327.74,3349.01,3641
2025-07-03,3349.59,3363.23,3311.58,3330.5,3668
2025-07-04,3330.17,3344.44,3325.4,3336.37,2699
2025-07-06,3336.9,3341.79,3326.0,3327.97,269
2025-07-07,3327.75,3345.31,3296.6,3334.51,3616
2025-07-08,3335.09,3338.94,3288.1,3302.13,3619
2025-07-09,3302.01,3320.76,3283.44,3317.47,2935
2025-07-10,3317.13,3330.02,3310.42,3323.56,3638
2025-07-11,3322.4,3368.45,3322.4,3355.37,3284
2025-07-13,3355.37,3373.6,3355.25,3368.17,265
2025-07-14,3368.44,3374.3,3340.0,3345.03,3631
2025-07-15,3345.15,3366.14,3320.23,3330.94,3647
2025-07-16,3330.76,3374.39,3319.85,3346.18,3631
2025-07-17,3347.01,3347.01,3309.71,3340.16,3603
2025-07-18,3340.03,3361.02,3331.89,3349.88,3297
2025-07-20,3349.88,3349.89,3343.7,3348.84,271
2025-07-21,3348.79,3402.31,3347.3,3396.42,3625
2025-07-22,3396.32,3433.32,3383.0,3427.57,3624
2025-07-23,3427.76,3438.6,3382.2,3389.97,3597
2025-07-24,3389.94,3393.23,3352.03,3369.38,3584
2025-07-25,3369.16,3373.16,3325.34,3336.68,3290
2025-07-27,3336.7,3337.07,3323.32,3333.57,264
2025-07-28,3332.98,3344.99,3302.3,3312.45,3628
2025-07-29,3311.81,3333.8,3306.7,3327.63,3565
2025-07-30,3327.99,3333.83,3267.81,3285.1,3598
2025-07-31,3285.49,3314.63,3282.91,3288.26,3567
2025-08-01,3287.72,3363.11,3281.27,3362.09,3240
2025-08-03,3362.09,3364.61,3354.0,3361.57,267
2025-08-04,3361.42,3384.89,3344.86,3377.29,3587
2025-08-05,3377.15,3390.16,3349.91,3383.39,3650
2025-08-06,3382.95,3385.1,3358.37,3370.24,3620
2025-08-07,3369.77,3405.4,3365.51,3399.81,3597
2025-08-08,3400.02,3403.46,3372.75,3397.39,3302
